work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Medium-level,Full-time,Data Scientist,61660,DE,Remote,DE,Small
2022,Senior-level,Full-time,Data Science Manager,249260,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Science Manager,185400,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,170000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,130000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,81601,GB,Hybrid,GB,Medium
2022,Senior-level,Full-time,Data Analyst,128875,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,93700,US,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,180000,US,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,100000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,136260,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,109280,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,160000,US,Remote,US,Large
2022,Senior-level,Full-time,Data Scientist,92000,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,200000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,160000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Engineer,138095,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Engineer,106710,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Analyst,117000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,99450,US,Remote,US,Medium
2022,Entry-level,Full-time,AI Scientist,3101,IN,On-site,IN,Small
2022,Entry-level,Full-time,Data Engineer,129000,US,Remote,US,Large
2022,Entry-level,Full-time,Data Engineer,86000,US,Remote,US,Large
2020,Entry-level,Full-time,Data Engineer,13493,IN,Remote,IN,Large
2020,Entry-level,Full-time,Data Engineer,13493,IN,Remote,IN,Large
2022,Senior-level,Full-time,Data Scientist,160000,US,On-site,US,Large
2022,Senior-level,Full-time,Data Scientist,119300,US,On-site,US,Large
2022,Senior-level,Full-time,Business Data Analyst,100000,US,Remote,US,Large
2022,Medium-level,Full-time,Data Scientist,25000,TR,Hybrid,TR,Medium
2022,Medium-level,Full-time,Data Analyst,65443,SG,Hybrid,SG,Medium
2022,Medium-level,Full-time,AI Scientist,200000,US,Remote,US,Medium
2022,Entry-level,Full-time,Machine Learning Developer,180000,US,Remote,US,Large
2022,Medium-level,Full-time,Data Scientist,153000,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,210000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,100000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,150075,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,110925,US,Remote,US,Medium
2022,Medium-level,Full-time,Machine Learning Scientist,22800,EG,Remote,EG,Medium
2022,Senior-level,Full-time,Data Scientist,160000,US,Remote,US,Large
2022,Senior-level,Full-time,Data Scientist,92000,US,Remote,US,Large
2022,Senior-level,Full-time,Machine Learning Engineer,202900,US,Remote,US,Large
2022,Senior-level,Full-time,Machine Learning Engineer,131300,US,Remote,US,Large
2020,Entry-level,Full-time,Data Analyst,22809,PT,Remote,PT,Medium
2022,Entry-level,Full-time,Data Analyst,15000,ID,On-site,ID,Large
2022,Senior-level,Full-time,Data Engineer,175000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,135000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Science Manager,136509,AU,Remote,AU,Large
2022,Entry-level,Full-time,Machine Learning Engineer,83000,US,On-site,US,Large
2022,Medium-level,Full-time,Data Engineer,94156,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Engineer,69047,GB,Remote,GB,Medium
2022,Senior-level,Full-time,Data Scientist,186000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,148800,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,112900,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,90320,US,On-site,US,Medium
2022,Senior-level,Full-time,ML Engineer,240000,US,On-site,US,Medium
2022,Senior-level,Full-time,ML Engineer,160000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Science Manager,300000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Science Manager,200000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Engineer,66444,DE,Hybrid,DE,Small
2022,Medium-level,Full-time,AI Scientist,200000,IN,Remote,US,Large
2022,Medium-level,Full-time,Machine Learning Engineer,119264,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Machine Learning Engineer,94156,GB,On-site,GB,Medium
2022,Medium-level,Full-time,AI Scientist,120000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analytics Manager,145000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analytics Manager,105400,US,Remote,US,Medium
2020,Entry-level,Full-time,Data Scientist,49268,DE,On-site,DE,Small
2022,Medium-level,Full-time,Data Engineer,112987,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Engineer,94156,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Scientist,215300,US,Remote,US,Large
2022,Senior-level,Full-time,Data Scientist,158200,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,209100,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,154600,US,Remote,US,Large
2022,Senior-level,Full-time,Data Analyst,115934,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,81666,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,175000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,155000,US,Remote,US,Medium
2022,Medium-level,Full-time,Machine Learning Engineer,85048,FR,Remote,DE,Medium
2022,Senior-level,Full-time,Data Analyst,164000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,132000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,170000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,123000,US,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,189650,US,On-site,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,164996,US,On-site,US,Medium
2022,Medium-level,Full-time,ETL Developer,53155,GR,On-site,GR,Medium
2022,Medium-level,Full-time,ETL Developer,53155,GR,On-site,GR,Medium
2022,Excutive-level,Full-time,Lead Data Engineer,117013,CA,Remote,CA,Small
2022,Senior-level,Full-time,Data Engineer,165400,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,132320,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,208775,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,147800,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,136994,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,101570,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,128875,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,93700,US,Remote,US,Medium
2022,Excutive-level,Full-time,Head of Machine Learning,77533,IN,Hybrid,IN,Large
2022,Entry-level,Full-time,Machine Learning Engineer,35779,GB,Remote,GB,Large
2022,Senior-level,Full-time,Data Engineer,183600,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,100800,US,Remote,US,Large
2022,Medium-level,Full-time,Data Analyst,50216,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Analyst,37662,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Analyst,42524,ES,Remote,ES,Medium
2022,Medium-level,Full-time,Data Analyst,31893,ES,Remote,ES,Medium
2022,Medium-level,Full-time,Data Engineer,85048,ES,Remote,ES,Medium
2022,Medium-level,Full-time,Data Engineer,74417,ES,Remote,ES,Medium
2022,Medium-level,Full-time,Data Engineer,100433,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Engineer,87878,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Engineer,85048,GR,Remote,GR,Medium
2022,Medium-level,Full-time,Data Engineer,74417,GR,Remote,GR,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,189650,US,On-site,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,164996,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Analyst,42524,GR,Remote,GR,Medium
2022,Medium-level,Full-time,Data Analyst,31893,GR,Remote,GR,Medium
2022,Medium-level,Full-time,Data Engineer,94156,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Engineer,75324,GB,Remote,GB,Medium
2022,Senior-level,Full-time,Data Scientist,215300,US,On-site,US,Large
2022,Senior-level,Full-time,Data Scientist,140400,US,On-site,US,Large
2022,Medium-level,Full-time,Data Engineer,63786,ES,Remote,ES,Medium
2022,Medium-level,Full-time,Data Engineer,47839,ES,Remote,ES,Medium
2022,Senior-level,Full-time,Data Scientist,260000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,180000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,69047,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Scientist,43939,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Engineer,63786,GR,Remote,GR,Medium
2022,Medium-level,Full-time,Data Engineer,47839,GR,Remote,GR,Medium
2022,Medium-level,Full-time,Data Engineer,75324,GB,Remote,GB,Medium
2022,Medium-level,Full-time,Data Engineer,56493,GB,Remote,GB,Medium
2021,Medium-level,Full-time,Machine Learning Engineer,51064,IT,Hybrid,IT,Large
2022,Senior-level,Full-time,Data Science Engineer,60000,AR,Remote,MX,Large
2022,Medium-level,Full-time,Data Engineer,82900,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Engineer,63900,US,On-site,US,Medium
2022,Medium-level,Full-time,Machine Learning Scientist,160000,US,Remote,US,Large
2022,Medium-level,Full-time,Machine Learning Scientist,112300,US,Remote,US,Large
2022,Medium-level,Full-time,Data Science Manager,241000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Science Manager,159000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,180000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,80000,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Analyst,58000,US,On-site,US,Small
2022,Medium-level,Full-time,Data Analyst,58000,US,On-site,US,Small
2022,Senior-level,Full-time,Data Engineer,136000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,108800,US,On-site,US,Medium
2022,Excutive-level,Full-time,Data Engineer,242000,US,Remote,US,Medium
2022,Excutive-level,Full-time,Data Engineer,200000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,62770,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Scientist,37662,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Engineer,75324,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Engineer,50216,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Scientist,165220,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,120160,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,124190,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,181940,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,132320,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,220110,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,160080,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,180000,US,On-site,US,Large
2022,Senior-level,Full-time,Data Scientist,120000,US,On-site,US,Large
2022,Medium-level,Full-time,Data Analyst,126500,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Analyst,106260,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,116000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,99000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,155000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,120600,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,130000,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Scientist,90000,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Engineer,170000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Engineer,150000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,102100,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,84900,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,136620,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,99360,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,112987,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Scientist,100433,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Scientist,146000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,123000,US,Remote,US,Medium
2022,Entry-level,Full-time,Data Engineer,50216,GB,Remote,GB,Medium
2022,Entry-level,Full-time,Data Engineer,43939,GB,Remote,GB,Medium
2022,Excutive-level,Full-time,Data Analyst,130000,US,Remote,US,Medium
2022,Excutive-level,Full-time,Data Analyst,110000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,170000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,135000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Science Manager,161342,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Science Manager,137141,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,167000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,123000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,75324,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Engineer,62770,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Scientist,211500,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,138600,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,192400,CA,Remote,CA,Medium
2022,Senior-level,Full-time,Data Architect,90700,CA,Remote,CA,Medium
2022,Senior-level,Full-time,Data Analyst,130000,CA,Remote,CA,Medium
2022,Senior-level,Full-time,Data Analyst,61300,CA,Remote,CA,Medium
2022,Senior-level,Full-time,Data Analyst,130000,CA,Remote,CA,Medium
2022,Senior-level,Full-time,Data Analyst,61300,CA,Remote,CA,Medium
2022,Senior-level,Full-time,Data Engineer,160000,US,On-site,US,Large
2022,Senior-level,Full-time,Data Engineer,113000,US,On-site,US,Large
2022,Senior-level,Full-time,Data Scientist,150000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,95550,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Analyst,167000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Analyst,115500,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,90320,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,165400,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,132320,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,243900,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,156600,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,136600,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,109280,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,128875,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,93700,US,Remote,US,Medium
2022,Excutive-level,Full-time,Head of Data Science,224000,US,Remote,US,Medium
2022,Excutive-level,Full-time,Head of Data Science,167875,US,Remote,US,Medium
2022,Excutive-level,Full-time,Analytics Engineer,175000,US,Remote,US,Medium
2022,Excutive-level,Full-time,Analytics Engineer,135000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,209100,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,154600,US,Remote,US,Large
2022,Senior-level,Full-time,Data Engineer,180000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,160000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,205300,US,On-site,US,Large
2022,Senior-level,Full-time,Data Scientist,140400,US,On-site,US,Large
2022,Senior-level,Full-time,Data Scientist,176000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,144000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,200100,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,160000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,70500,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,54000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,205300,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,140400,US,On-site,US,Medium
2022,Senior-level,Full-time,Analytics Engineer,205300,US,On-site,US,Medium
2022,Senior-level,Full-time,Analytics Engineer,184700,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,175100,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,140250,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,116150,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,99050,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,145000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,130000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,112900,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,90320,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Analyst,85000,CA,On-site,CA,Medium
2022,Medium-level,Full-time,Data Analyst,75000,CA,On-site,CA,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,214000,US,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,192600,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,266400,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,213120,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,155000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,115000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,141300,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Scientist,102100,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,115934,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,81666,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Engineer,206699,US,On-site,US,Medium
2022,Medium-level,Full-time,Data Engineer,99100,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Engineer,130000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,110500,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Analyst,62770,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Analyst,43939,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Data Analyst,80000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,60000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,192564,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Architect,144854,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,230000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,150000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analytics Manager,150260,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analytics Manager,109280,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,170000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,150000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,160000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,130000,US,Remote,US,Medium
2022,Entry-level,Full-time,Data Analyst,67000,CA,On-site,CA,Medium
2022,Entry-level,Full-time,Data Analyst,52000,CA,On-site,CA,Medium
2022,Senior-level,Full-time,Data Engineer,154000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,126000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,129000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Analyst,99000,US,On-site,US,Medium
2022,Senior-level,Full-time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,100000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,69000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,210000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,140000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,150075,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,110925,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,100000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,25000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,126500,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,106260,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,220110,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,160080,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,105000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,100000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,170000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Analyst,135000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,230000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,140000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Analyst,135000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Analyst,50000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,220000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,140000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,175757,GB,On-site,GB,Medium
2022,Medium-level,Full-time,Data Scientist,87878,GB,On-site,GB,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,220000,US,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,120000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,200000,US,Remote,US,Medium
2022,Medium-level,Full-time,Data Scientist,120000,US,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Engineer,120000,AE,Remote,AE,Small
2022,Senior-level,Full-time,Machine Learning Engineer,65000,AE,Remote,AE,Small
2022,Excutive-level,Full-time,Data Engineer,324000,US,Remote,US,Medium
2022,Excutive-level,Full-time,Data Engineer,216000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,210000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,100000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,185100,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Scientist,104890,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,105000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,80000,US,Remote,US,Medium
2022,Medium-level,Full-time,Machine Learning Developer,78009,CA,Remote,CA,Medium
2020,Senior-level,Full-time,Machine Learning Manager,117104,CA,Hybrid,CA,Large
2022,Excutive-level,Full-time,Director of Data Science,195023,CA,Hybrid,CA,Large
2022,Medium-level,Full-time,Machine Learning Engineer,120000,US,Remote,US,Small
2022,Medium-level,Full-time,NLP Engineer,36364,US,Hybrid,US,Large
2022,Medium-level,Full-time,Business Data Analyst,18091,IN,Remote,IN,Medium
2022,Medium-level,Full-time,Data Scientist,31013,IN,Remote,IN,Large
2022,Medium-level,Full-time,Machine Learning Infrastructure Engineer,56344,PT,Hybrid,PT,Large
2022,Medium-level,Part-time,Data Engineer,53155,DE,Hybrid,DE,Large
2022,Entry-level,Full-time,Data Scientist,18091,IN,Remote,IN,Medium
2022,Medium-level,Full-time,Applied Machine Learning Scientist,75000,BO,Remote,US,Large
2022,Medium-level,Full-time,Applied Data Scientist,157000,US,Remote,US,Large
2022,Medium-level,Full-time,Business Data Analyst,70208,CA,Hybrid,CA,Large
2022,Entry-level,Full-time,Data Engineer,65000,US,Remote,US,Small
2022,Senior-level,Full-time,Machine Learning Engineer,69102,IE,Remote,IE,Small
