work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,Medium-level,Full-time,Data Scientist,109000,US,Hybrid,US,Large
2022,Medium-level,Full-time,Data Scientist,68648,CA,Remote,CA,Medium
2022,Entry-level,Full-time,Computer Vision Engineer,10000,PT,Remote,LU,Medium
2022,Medium-level,Full-time,Data Analyst,20000,GR,Remote,GR,Small
2021,Senior-level,Full-time,Head of Data,102839,SI,Remote,SI,Large
2022,Senior-level,Full-time,Head of Data,200000,MY,Remote,US,Medium
2022,Entry-level,Full-time,Data Scientist,51876,CA,Remote,CA,Large
2022,Medium-level,Full-time,Data Scientist,78000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,135000,US,Remote,US,Medium
2022,Senior-level,Full-time,Data Engineer,115000,US,Remote,US,Medium
2022,Medium-level,Full-time,Machine Learning Engineer,85583,AU,Remote,AU,Large
2022,Entry-level,Full-time,Data Scientist,40000,JP,Remote,MY,Large
2022,Medium-level,Full-time,Head of Data,31893,EE,Remote,EE,Small
2022,Senior-level,Full-time,Machine Learning Engineer,60597,NL,Remote,NL,Large
2020,Entry-level,Full-time,Data Engineer,54742,PK,Remote,DE,Large
2022,Senior-level,Full-time,Research Scientist,90364,FR,Hybrid,FR,Large
2022,Entry-level,Full-time,Data Scientist,84876,AU,Hybrid,AU,Medium
2022,Senior-level,Full-time,Data Scientist,165000,US,Remote,US,Medium
2022,Medium-level,Full-time,Machine Learning Scientist,153000,US,Hybrid,US,Medium
2022,Senior-level,Full-time,Data Scientist,100000,BR,Remote,US,Medium
2022,Senior-level,Full-time,Machine Learning Developer,78009,CA,Remote,CA,Medium
2022,Medium-level,Full-time,Data Scientist,34128,PL,Remote,PL,Large
2022,Medium-level,Full-time,Principal Data Analyst,75000,CA,Remote,CA,Small
2020,Medium-level,Full-time,Product Data Analyst,20000,HN,On-site,HN,Small
2022,Entry-level,Contract,Applied Machine Learning Scientist,30830,TN,Remote,CZ,Medium
2021,Medium-level,Full-time,Research Scientist,69999,CZ,Hybrid,CZ,Large
2022,Entry-level,Full-time,Data Engineer,56132,PK,Remote,DE,Medium
2022,Medium-level,Full-time,Research Scientist,62723,AT,On-site,AT,Large
2022,Senior-level,Full-time,Data Science Manager,152500,US,Remote,US,Medium
2022,Entry-level,Full-time,Research Scientist,120000,US,Remote,US,Large
2022,Medium-level,Full-time,Data Scientist,135000,US,Remote,US,Large
2022,Senior-level,Full-time,Data Analytics Lead,405000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Engineering Manager,150000,US,On-site,US,Large
2021,Senior-level,Full-time,Data Science Manager,240000,US,On-site,US,Large
2021,Medium-level,Full-time,Data Analyst,135000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Scientist,80000,US,Remote,US,Medium
2022,Senior-level,Full-time,Applied Data Scientist,380000,US,Remote,US,Large
2022,Medium-level,Full-time,Data Scientist,120856,CH,On-site,CH,Large
2022,Senior-level,Full-time,Applied Data Scientist,177000,US,Remote,US,Large
2022,Medium-level,Full-time,Data Engineer,65912,FR,Remote,FR,Medium
2022,Medium-level,Full-time,Data Scientist,48000,RU,Remote,US,Small
2022,Entry-level,Full-time,Data Analytics Engineer,20000,PK,On-site,PK,Medium
2021,Senior-level,Full-time,Principal Data Scientist,220000,US,On-site,US,Large
2021,Medium-level,Full-time,ML Engineer,77364,JP,Hybrid,JP,Small
2021,Medium-level,Full-time,ML Engineer,63711,JP,Hybrid,JP,Small
2022,Entry-level,Full-time,Computer Vision Software Engineer,150000,AU,Remote,AU,Small
2021,Medium-level,Full-time,Data Analyst,90000,US,Remote,US,Medium
2022,Medium-level,Freelance,Data Scientist,100000,CA,Remote,US,Medium
2021,Entry-level,Full-time,Data Scientist,100000,US,On-site,US,Small
2022,Entry-level,Part-time,Data Scientist,100000,DZ,Hybrid,DZ,Medium
2022,Senior-level,Full-time,Research Scientist,144000,US,Hybrid,US,Large
2022,Senior-level,Full-time,Principal Data Scientist,157340,DE,Remote,DE,Medium
2021,Senior-level,Full-time,Computer Vision Engineer,24000,BR,Remote,BR,Medium
2021,Medium-level,Full-time,Applied Machine Learning Scientist,38400,VN,Remote,US,Medium
2022,Entry-level,Full-time,Financial Data Analyst,100000,US,Hybrid,US,Large
2021,Medium-level,Full-time,Data Scientist,82500,US,Remote,US,Small
2021,Entry-level,Full-time,Data Scientist,49646,FR,Hybrid,FR,Medium
2021,Senior-level,Full-time,Lead Data Scientist,40570,IN,Hybrid,IN,Large
2022,Entry-level,Full-time,Data Engineer,120000,US,Remote,US,Medium
2022,Senior-level,Full-time,Lead Machine Learning Engineer,85048,DE,On-site,DE,Medium
2021,Entry-level,Full-time,Machine Learning Engineer,20000,IN,Remote,IN,Small
2022,Entry-level,Full-time,Computer Vision Engineer,125000,US,On-site,US,Medium
2021,Medium-level,Full-time,Data Scientist,9466,IN,On-site,IN,Small
2021,Senior-level,Full-time,Machine Learning Scientist,120000,US,Hybrid,US,Small
2021,Entry-level,Part-time,Data Analyst,10354,ES,Hybrid,ES,Medium
2021,Entry-level,Full-time,Applied Data Scientist,110037,GB,On-site,GB,Large
2022,Entry-level,Full-time,ML Engineer,21262,PT,Remote,PT,Large
2021,Entry-level,Full-time,Data Analyst,50000,US,Remote,US,Medium
2021,Senior-level,Full-time,Principal Data Engineer,200000,US,Remote,US,Medium
2021,Medium-level,Full-time,Big Data Engineer,60000,ES,Hybrid,RO,Medium
2021,Medium-level,Full-time,Data Engineer,200000,US,Remote,US,Large
2021,Entry-level,Full-time,Machine Learning Developer,100000,IQ,Hybrid,IQ,Small
2021,Medium-level,Full-time,Data Engineer,100000,US,Remote,US,Large
2021,Senior-level,Full-time,Machine Learning Engineer,82744,BE,Hybrid,BE,Medium
2020,Medium-level,Full-time,Data Engineering Manager,59303,DE,Remote,DE,Small
2021,Medium-level,Full-time,Research Scientist,62649,FR,Hybrid,FR,Medium
2021,Medium-level,Full-time,Data Engineer,82528,GB,Remote,GB,Large
2021,Medium-level,Full-time,Data Architect,170000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Architect,150000,US,Remote,US,Large
2021,Entry-level,Full-time,BI Data Analyst,55000,US,Hybrid,US,Small
2021,Excutive-level,Full-time,Director of Data Science,250000,US,On-site,US,Large
2021,Entry-level,Full-time,Data Engineer,80000,US,Remote,US,Large
2020,Entry-level,Full-time,Big Data Engineer,70000,US,Remote,US,Large
2021,Excutive-level,Full-time,Director of Data Science,130026,DE,Hybrid,DE,Medium
2021,Entry-level,Full-time,Data Science Consultant,63831,DE,Hybrid,DE,Large
2020,Senior-level,Full-time,Data Scientist,68428,GR,Remote,US,Large
2021,Excutive-level,Full-time,Head of Data Science,85000,RU,On-site,RU,Medium
2021,Excutive-level,Full-time,Head of Data,230000,RU,Hybrid,RU,Large
2021,Entry-level,Full-time,Machine Learning Engineer,125000,US,Remote,US,Small
2021,Senior-level,Full-time,Data Analytics Manager,120000,US,Remote,US,Medium
2020,Medium-level,Full-time,Research Scientist,450000,US,On-site,US,Medium
2020,Medium-level,Full-time,Data Analyst,46759,FR,Hybrid,FR,Large
2020,Medium-level,Full-time,Data Engineer,74130,AT,Hybrid,AT,Large
2021,Senior-level,Full-time,Data Science Engineer,127221,CA,Hybrid,CA,Large
2021,Senior-level,Full-time,Data Science Manager,144000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Scientist,13400,UA,Remote,UA,Large
2021,Medium-level,Full-time,Data Scientist,75774,CA,Remote,CA,Large
2021,Medium-level,Full-time,Data Scientist,150000,US,Remote,US,Medium
2020,Medium-level,Full-time,Data Science Consultant,103000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Engineering Manager,153000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Engineer,90000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Analyst,90000,US,Remote,US,Small
2021,Entry-level,Full-time,Data Analyst,60000,US,Remote,US,Small
2021,Medium-level,Full-time,Data Scientist,50000,NG,Remote,NG,Large
2021,Entry-level,Part-time,AI Scientist,12000,PK,Remote,US,Medium
2021,Medium-level,Part-time,3D Computer Vision Researcher,5409,IN,Hybrid,IN,Medium
2021,Medium-level,Contract,ML Engineer,270000,US,Remote,US,Large
2021,Medium-level,Full-time,Applied Data Scientist,54238,GB,Hybrid,CA,Large
2021,Medium-level,Full-time,Machine Learning Engineer,47282,ES,Remote,ES,Small
2021,Excutive-level,Full-time,Director of Data Science,153667,IT,Remote,PL,Large
2021,Medium-level,Full-time,Data Engineer,28476,PL,Remote,PL,Large
2021,Medium-level,Full-time,Data Analytics Engineer,110000,US,Remote,US,Large
2021,Entry-level,Full-time,Research Scientist,82528,GB,Hybrid,GB,Large
2020,Entry-level,Full-time,Machine Learning Engineer,250000,US,Hybrid,US,Large
2021,Entry-level,Full-time,Data Analyst,59102,FR,Hybrid,FR,Medium
2021,Senior-level,Full-time,Data Analyst,80000,BG,Remote,US,Small
2020,Entry-level,Full-time,Data Analyst,10000,NG,Remote,NG,Small
2020,Entry-level,Full-time,Machine Learning Engineer,138000,US,Remote,US,Small
2021,Medium-level,Full-time,Data Engineer,140000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Analytics Engineer,79197,DE,Remote,DE,Large
2021,Senior-level,Full-time,Lead Data Analyst,170000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Analyst,80000,US,Remote,US,Medium
2020,Medium-level,Full-time,Data Scientist,45760,PH,Remote,US,Small
2021,Medium-level,Full-time,BI Data Analyst,100000,US,Remote,US,Medium
2021,Senior-level,Full-time,Data Scientist,53192,FR,Hybrid,FR,Large
2021,Excutive-level,Full-time,Head of Data,235000,US,Remote,US,Large
2021,Excutive-level,Full-time,BI Data Analyst,150000,IN,Remote,US,Large
2020,Excutive-level,Full-time,Data Engineering Manager,79833,ES,Hybrid,ES,Large
2021,Entry-level,Full-time,Machine Learning Scientist,225000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Science Consultant,76833,DE,Remote,DE,Small
2020,Medium-level,Full-time,Machine Learning Infrastructure Engineer,50180,PT,On-site,PT,Medium
2021,Senior-level,Full-time,Marketing Data Analyst,88654,GR,Remote,DK,Large
2021,Senior-level,Full-time,Lead Data Engineer,103160,GB,Remote,GB,Small
2021,Senior-level,Full-time,Director of Data Engineering,113476,GB,Remote,GB,Medium
2021,Senior-level,Full-time,Machine Learning Engineer,94564,DE,Hybrid,DE,Large
2021,Entry-level,Full-time,Data Engineer,30428,IN,Remote,IN,Large
2021,Senior-level,Full-time,Data Engineer,150000,US,Remote,US,Medium
2021,Senior-level,Full-time,Data Engineer,115000,US,Remote,US,Small
2021,Medium-level,Full-time,Research Scientist,187442,CA,Remote,CA,Large
2021,Medium-level,Full-time,Data Analyst,51519,GB,Hybrid,GB,Large
2020,Medium-level,Full-time,Data Engineer,106000,US,Remote,US,Large
2020,Medium-level,Full-time,Data Engineer,112872,GB,Hybrid,GB,Large
2021,Medium-level,Full-time,BI Data Analyst,36259,HU,Hybrid,US,Large
2021,Senior-level,Full-time,Data Engineer,150000,US,Remote,US,Large
2020,Entry-level,Part-time,ML Engineer,15966,DE,Remote,DE,Small
2021,Medium-level,Full-time,Computer Vision Software Engineer,95746,DE,Remote,US,Small
2021,Entry-level,Full-time,Computer Vision Software Engineer,70000,US,Remote,US,Medium
2021,Medium-level,Full-time,Financial Data Analyst,450000,US,Remote,US,Large
2020,Medium-level,Full-time,Data Scientist,76958,GB,Remote,GB,Small
2021,Medium-level,Full-time,Cloud Data Engineer,89294,SG,Hybrid,SG,Large
2021,Entry-level,Full-time,Data Scientist,29751,IN,Hybrid,IN,Large
2021,Senior-level,Full-time,Lead Data Engineer,276000,US,On-site,US,Large
2020,Senior-level,Full-time,Data Engineer,188000,US,Remote,US,Large
2021,Senior-level,Full-time,Cloud Data Engineer,160000,BR,Remote,US,Small
2020,Medium-level,Full-time,Data Scientist,105000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Engineer,200000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Engineering Manager,174000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Analyst,93000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Scientist,28399,IN,Remote,IN,Medium
2021,Senior-level,Full-time,Research Scientist,60757,PT,Hybrid,PT,Large
2021,Entry-level,Full-time,Data Scientist,90000,US,Remote,US,Small
2020,Medium-level,Full-time,Data Engineer,70139,FR,Hybrid,FR,Large
2020,Entry-level,Full-time,Data Analyst,6072,IN,On-site,IN,Small
2020,Senior-level,Full-time,Data Engineer,33511,MX,On-site,MX,Small
2021,Senior-level,Full-time,Principal Data Analyst,170000,US,Remote,US,Medium
2021,Senior-level,Full-time,Data Engineer,96282,GB,Hybrid,GB,Large
2021,Medium-level,Full-time,Data Engineer,12103,TR,On-site,TR,Medium
2021,Entry-level,Full-time,Data Scientist,36643,FR,Hybrid,FR,Large
2021,Medium-level,Full-time,Data Engineer,72212,GB,Hybrid,GB,Large
2020,Entry-level,Full-time,Data Analyst,91000,US,Remote,US,Large
2021,Senior-level,Full-time,Big Data Architect,99703,CA,Hybrid,CA,Medium
2021,Senior-level,Full-time,Data Scientist,165000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Analyst,80000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Scientist,103691,CA,Remote,CA,Large
2021,Entry-level,Full-time,Data Engineer,21637,IN,Hybrid,IN,Medium
2020,Entry-level,Full-time,Research Scientist,42000,NL,Hybrid,NL,Large
2020,Medium-level,Full-time,Lead Data Scientist,115000,AE,On-site,AE,Large
2021,Medium-level,Full-time,Research Scientist,63810,CA,Remote,CA,Medium
2020,Senior-level,Full-time,Machine Learning Scientist,260000,JP,On-site,JP,Small
2021,Medium-level,Full-time,Head of Data Science,110000,US,On-site,US,Small
2021,Medium-level,Full-time,Data Architect,180000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Analyst,200000,US,Remote,US,Large
2020,Senior-level,Full-time,Big Data Engineer,109024,GB,Hybrid,GB,Medium
2021,Senior-level,Full-time,Director of Data Engineering,200000,US,Remote,US,Large
2021,Senior-level,Full-time,ML Engineer,256000,US,Remote,US,Small
2021,Medium-level,Full-time,Data Engineer,110000,US,Remote,US,Large
2020,Medium-level,Full-time,Data Scientist,79833,DE,On-site,DE,Large
2021,Entry-level,Full-time,Data Engineer,72500,US,Remote,US,Large
2021,Senior-level,Full-time,Machine Learning Engineer,185000,US,Hybrid,US,Large
2021,Medium-level,Part-time,Data Engineer,69741,NL,Remote,NL,Large
2021,Entry-level,Full-time,Research Scientist,100000,JE,On-site,CN,Large
2021,Medium-level,Full-time,Data Engineer,112000,US,Remote,US,Large
2020,Senior-level,Full-time,Machine Learning Engineer,150000,US,Hybrid,US,Large
2021,Senior-level,Full-time,Data Scientist,20171,TR,Hybrid,TR,Large
2021,Senior-level,Full-time,AI Scientist,55000,ES,Remote,ES,Large
2021,Entry-level,Full-time,Data Scientist,58000,US,Hybrid,US,Large
2021,Entry-level,Full-time,Data Scientist,100000,US,Remote,US,Medium
2021,Senior-level,Full-time,Data Scientist,77684,FR,Hybrid,FR,Medium
2021,Entry-level,Full-time,Machine Learning Engineer,85000,NL,Remote,DE,Small
2021,Entry-level,Full-time,Data Science Consultant,76833,DE,On-site,DE,Large
2021,Senior-level,Contract,Staff Data Scientist,105000,US,Remote,US,Medium
2020,Entry-level,Full-time,Data Analyst,72000,US,Remote,US,Large
2021,Entry-level,Full-time,Data Engineer,65013,DE,Hybrid,DE,Medium
2021,Medium-level,Full-time,Data Engineer,28016,TR,Remote,TR,Medium
2021,Medium-level,Full-time,Data Engineer,111775,US,On-site,US,Medium
2021,Medium-level,Full-time,Data Engineer,93150,US,On-site,US,Medium
2021,Senior-level,Full-time,Lead Data Engineer,160000,PR,Hybrid,US,Small
2021,Medium-level,Full-time,Data Scientist,25532,RS,Remote,DE,Small
2021,Senior-level,Full-time,Machine Learning Engineer,66265,IN,On-site,IN,Large
2021,Medium-level,Full-time,Data Scientist,16904,IN,Remote,IN,Small
2021,Senior-level,Full-time,Data Analyst,63831,DE,Hybrid,DE,Large
2020,Senior-level,Full-time,Lead Data Scientist,190000,US,Remote,US,Small
2021,Excutive-level,Full-time,Director of Data Science,141846,DE,On-site,DE,Large
2021,Entry-level,Full-time,Big Data Engineer,16228,IN,Remote,IN,Large
2021,Senior-level,Full-time,Data Analyst,71786,CA,Remote,CA,Medium
2020,Medium-level,Full-time,Data Scientist,35735,HU,Hybrid,HU,Large
2021,Senior-level,Full-time,Data Scientist,135000,US,On-site,US,Large
2021,Entry-level,Full-time,Machine Learning Engineer,24823,DE,Hybrid,DE,Medium
2021,Senior-level,Full-time,Data Science Manager,54094,IN,Hybrid,US,Large
2021,Senior-level,Full-time,Machine Learning Engineer,24342,IN,Remote,IN,Large
2021,Entry-level,Full-time,BI Data Analyst,9272,KE,Remote,KE,Small
2021,Medium-level,Full-time,Data Scientist,147000,US,Hybrid,US,Large
2021,Senior-level,Full-time,Research Scientist,96113,CA,Hybrid,CA,Large
2021,Senior-level,Full-time,Data Science Manager,174000,US,Remote,US,Large
2020,Medium-level,Full-time,Business Data Analyst,135000,US,Remote,US,Large
2021,Entry-level,Full-time,Machine Learning Engineer,21844,CO,Hybrid,CO,Medium
2020,Senior-level,Full-time,Lead Data Engineer,125000,NZ,Hybrid,NZ,Small
2020,Entry-level,Full-time,Data Scientist,51321,FR,On-site,FR,Small
2020,Medium-level,Full-time,Data Scientist,40481,IN,On-site,IN,Large
2021,Excutive-level,Full-time,Data Science Consultant,69741,FR,Remote,ES,Small
2021,Senior-level,Full-time,Data Analytics Engineer,50000,VN,Remote,GB,Medium
2021,Medium-level,Full-time,Data Engineer,4000,IR,Remote,IR,Medium
2020,Entry-level,Full-time,Data Scientist,39916,FR,On-site,FR,Medium
2020,Medium-level,Full-time,Lead Data Analyst,87000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Engineer,26005,RO,On-site,US,Large
2021,Medium-level,Full-time,Data Scientist,90734,DE,Hybrid,DE,Large
2021,Medium-level,Full-time,Big Data Engineer,22611,IN,On-site,IN,Large
2021,Medium-level,Full-time,Data Scientist,5679,IN,Remote,US,Small
2021,Entry-level,Full-time,Machine Learning Engineer,81000,US,Hybrid,US,Small
2021,Medium-level,Full-time,Data Scientist,40038,CL,Remote,CL,Large
2021,Medium-level,Full-time,Data Scientist,2859,MX,On-site,MX,Small
2021,Entry-level,Full-time,Data Science Consultant,90000,US,Remote,US,Small
2021,Medium-level,Full-time,Data Scientist,61467,DE,Hybrid,AT,Medium
2021,Senior-level,Full-time,Machine Learning Infrastructure Engineer,195000,US,Remote,US,Medium
2021,Medium-level,Full-time,Data Scientist,37825,ES,Remote,ES,Large
2020,Medium-level,Full-time,Data Analyst,85000,US,Remote,US,Large
2021,Excutive-level,Contract,Principal Data Scientist,416000,US,Remote,US,Small
2021,Senior-level,Full-time,Machine Learning Scientist,225000,US,Remote,CA,Large
2021,Medium-level,Full-time,Data Scientist,56256,GB,Hybrid,GB,Large
2021,Medium-level,Full-time,Data Scientist,33808,IN,On-site,IN,Medium
2021,Medium-level,Full-time,Data Scientist,116914,GB,Hybrid,GB,Large
2021,Medium-level,Full-time,Machine Learning Engineer,46597,PL,Remote,PL,Large
2020,Medium-level,Full-time,Data Analyst,8000,PK,Hybrid,PK,Large
2020,Entry-level,Full-time,Data Engineer,41689,JP,Remote,JP,Small
2020,Senior-level,Full-time,Big Data Engineer,114047,PL,Remote,GB,Small
2021,Medium-level,Full-time,Machine Learning Engineer,88654,BE,Remote,BE,Medium
2020,Entry-level,Full-time,Data Science Consultant,5707,IN,Hybrid,IN,Medium
2020,Medium-level,Full-time,Lead Data Engineer,56000,PT,Remote,US,Medium
2021,Entry-level,Part-time,Computer Vision Engineer,28609,DK,Hybrid,DK,Small
2021,Medium-level,Full-time,Data Scientist,88654,DE,Hybrid,DE,Large
2020,Medium-level,Full-time,Machine Learning Engineer,43331,CN,On-site,CN,Medium
2020,Medium-level,Full-time,Product Data Analyst,6072,IN,Remote,IN,Large
2020,Senior-level,Full-time,Data Engineer,47899,GR,Hybrid,GR,Large
2020,Medium-level,Full-time,BI Data Analyst,98000,US,On-site,US,Medium
2021,Medium-level,Full-time,Data Engineer,66022,HK,Hybrid,GB,Small
2021,Medium-level,Full-time,Research Scientist,56738,FR,Hybrid,FR,Small
2021,Medium-level,Full-time,Machine Learning Engineer,24823,SI,Hybrid,SI,Large
2021,Senior-level,Full-time,Data Analytics Manager,120000,US,On-site,US,Large
2021,Medium-level,Freelance,Data Engineer,20000,IT,On-site,US,Large
2020,Excutive-level,Full-time,Director of Data Science,325000,US,Remote,US,Large
2021,Senior-level,Full-time,Machine Learning Engineer,200000,US,Remote,US,Large
2020,Entry-level,Full-time,AI Scientist,45896,DK,Hybrid,DK,Small
2021,Medium-level,Full-time,Data Scientist,160000,US,Remote,US,Large
2021,Senior-level,Full-time,Research Scientist,50000,FR,Remote,US,Small
2021,Medium-level,Full-time,Data Science Engineer,40189,GR,Remote,GR,Medium
2021,Excutive-level,Full-time,Principal Data Engineer,600000,US,Remote,US,Large
2021,Medium-level,Full-time,Data Scientist,12901,BR,On-site,BR,Small
2021,Senior-level,Full-time,Data Engineer,165000,US,On-site,US,Medium
2021,Entry-level,Full-time,Big Data Engineer,5882,IN,On-site,CH,Large
2020,Medium-level,Full-time,Data Scientist,42197,FR,Hybrid,FR,Small
2021,Senior-level,Full-time,Principal Data Engineer,185000,US,Remote,US,Large
2020,Entry-level,Full-time,Data Scientist,62726,DE,Hybrid,DE,Small
2021,Medium-level,Full-time,Data Scientist,90734,DE,Hybrid,DE,Large
2020,Entry-level,Part-time,Data Scientist,21669,IT,Hybrid,IT,Small
2020,Medium-level,Full-time,Data Engineer,110000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Analytics Manager,140000,US,Remote,US,Large
2020,Senior-level,Full-time,Data Scientist,120000,US,Hybrid,US,Large
2021,Senior-level,Full-time,Data Scientist,87738,CA,Remote,CA,Small
2021,Senior-level,Full-time,Finance Data Analyst,61896,GB,Hybrid,GB,Large
2021,Medium-level,Freelance,Machine Learning Scientist,12000,PK,Hybrid,PK,Medium
2021,Senior-level,Full-time,Data Engineer,76833,RO,Hybrid,GB,Small
2021,Medium-level,Full-time,Machine Learning Engineer,74000,JP,Hybrid,JP,Small
2021,Senior-level,Full-time,Data Science Manager,152000,US,Remote,FR,Large
2021,Medium-level,Full-time,Big Data Engineer,18000,MD,On-site,MD,Small
2020,Senior-level,Freelance,Computer Vision Engineer,60000,RU,Remote,US,Small
2021,Medium-level,Full-time,Data Scientist,130000,US,Hybrid,US,Large
2021,Senior-level,Full-time,Computer Vision Engineer,18907,BR,On-site,BR,Medium
2021,Entry-level,Full-time,Business Data Analyst,59102,LU,Remote,LU,Large
2021,Senior-level,Full-time,Principal Data Scientist,173762,DE,Remote,DE,Medium
2020,Senior-level,Full-time,Principal Data Scientist,148261,DE,Remote,DE,Medium
2020,Medium-level,Full-time,Data Scientist,38776,ES,Remote,ES,Medium
2021,Medium-level,Full-time,Data Scientist,46809,ES,Remote,ES,Medium
2021,Entry-level,Full-time,Data Scientist,4000,VN,On-site,VN,Medium
2021,Entry-level,Full-time,AI Scientist,18053,IN,Remote,AS,Small
2020,Senior-level,Full-time,Data Scientist,91237,AT,On-site,AT,Small
2020,Medium-level,Full-time,Data Scientist,62726,FR,Hybrid,LU,Small
2021,Medium-level,Full-time,Data Scientist,115000,US,Hybrid,US,Large
2021,Senior-level,Full-time,Principal Data Scientist,235000,US,Remote,US,Large
2021,Medium-level,Full-time,Lead Data Analyst,19609,IN,Remote,IN,Large
2021,Entry-level,Part-time,AI Scientist,12000,BR,Remote,US,Small
2021,Medium-level,Full-time,Data Analyst,75000,US,On-site,US,Large
2021,Medium-level,Full-time,Data Analyst,62000,US,On-site,US,Large
2021,Medium-level,Full-time,Data Scientist,73000,US,On-site,US,Large
2021,Medium-level,Full-time,Data Engineer,45391,NL,Remote,NL,Large
2020,Senior-level,Full-time,Data Science Manager,190200,US,Remote,US,Medium
2020,Medium-level,Full-time,Data Scientist,118000,US,Remote,US,Medium
2020,Medium-level,Full-time,Data Scientist,138350,US,Remote,US,Medium
2020,Medium-level,Full-time,Data Engineer,130800,ES,Remote,US,Medium
2020,Senior-level,Full-time,Machine Learning Engineer,45618,HR,Remote,HR,Small
2021,Senior-level,Full-time,Director of Data Science,168000,JP,On-site,JP,Small
2021,Medium-level,Full-time,Data Scientist,119059,SG,Remote,IL,Medium
2021,Medium-level,Full-time,Applied Machine Learning Scientist,423000,US,Hybrid,US,Large
2021,Medium-level,Full-time,Data Engineer,28369,MT,Hybrid,MT,Large
2021,Senior-level,Full-time,Data Specialist,165000,US,Remote,US,Large
2020,Senior-level,Full-time,Data Scientist,412000,US,Remote,US,Large
2021,Medium-level,Full-time,Principal Data Scientist,151000,US,Remote,US,Large
2020,Entry-level,Full-time,Data Scientist,105000,US,Remote,US,Small
2020,Entry-level,Contract,Business Data Analyst,100000,US,Remote,US,Large
2021,Senior-level,Full-time,Data Science Manager,94665,IN,Hybrid,IN,Large
